source_row_number,legajo_canonico,row_kind,raw_ubicacion,ncp,ncp_formatted,sec,gru,nmanz,nparc,lon,lat,geolocation_source,location_verification_status,zonificacion,fecha_de_visado,tipo,destino_uso,relevamiento_o_existente,a_contruir_obra_nueva,ampliacion_de_obra_existente,proyectado_no_iniciado,m_existentes_relevados_vivienda,m_existentes_relevados_local,m_a_construir_vivienda,m_a_construir_local
131,130,detail,Castelli Nº 185,0100010000000032--007--,0100010000000032--007--,0,0,32,7,-58.14305497,-32.22856282,automatic,verified_close,Urbana,2024-10-24,Vivienda unifamiliar,vivienda,1,,,,156.875,,,
132,131,detail,9 de Julio Nº 194,0100010000000119--002--,0100010000000119--002--,0,0,119,2,-58.14342583,-32.22027790,automatic,verified_close,Urbana,2024-10-28,Vivienda multifamiliar + Local comercial,vivienda,2,,1,,,,51.515,
133,132,detail,3 de Febrero Nº 451,0100010000000800--011--,0100010000000800--011--,0,0,800,11,-58.14277964,-32.21303621,automatic,verified_close,Urbana,2024-10-28,Local comercial,comercial,2,,,,,265.95,,
134,133,detail,Noailles Nº 424 ( antes 430),0100010000000112--022--,0100010000000112--022--,0,0,112,22,-58.13893969,-32.22509479,automatic,verified_close,URBANA,2024-10-28,Vivienda multifamiliar,vivienda,,,,,,,1775.685,
135,134,detail,Lantelme Nº 382,0100011020260310--015--,0100011020260310--015--,102,26,310,15,-58.14943968,-32.23795826,automatic,missing_address_point,Urbana,2024-10-28,Vivienda unifamiliar,vivienda,1,,,,111.51,,,
136,135,detail,Alte Brown Nº 38,0100010000000225--009--,0100010000000225--009--,0,0,225,9,-58.13409721,-32.21882419,automatic,verified_close,Centro,2024-10-29,Apart Hotel,turistico,,1,,,,,1466.8,
138,137,detail,Calle A Houssay S/Nº esq. Calle ..,0100010063550002--001--,0100010063550002--001--,6,355,2,1,-58.16159322,-32.20832193,automatic,missing_address_point,Periurbana,2024-04-11,Vivienda multifamiliar,vivienda,3,,,,20.7,,,
139,138,detail,Calle A Houssay S/Nº,0100010063550002--002--,0100010063550002--002--,6,355,2,2,-58.16153590,-32.20844807,automatic,missing_address_point,Periurbana,2024-04-11,Vivienda multifamiliar,vivienda,2,,,,167.02,,,
140,139,detail,Ruta Nac 135 y Calle Pública,0100010101370002--002--,0100010101370002--002--,10,137,2,2,-58.20958204,-32.25218815,automatic,missing_address_point,Quintas,2024-11-11,Galpòn / Depòsito,galpòn / depòsito,,1,,,,,,600
141,140,detail,Mitre Nº 1430,0100011020080248--015--,0100011020080248--015--,102,8,248,15,-58.15357403,-32.23911219,automatic,verified_close,Urbano,2024-12-11,Vivienda multifamiliar,vivienda,4,,,,274.49,,,
142,141,detail,Paso de los Andes Nº 671,0100010000000043--016--,0100010000000043--016--,0,0,43,16,-58.14917708,-32.22131673,automatic,verified_close,Urbana,2024-11-14,Local comercial,comercial,,1,,,,,,365.26
143,142,detail,"Bvard. Gaillard Nº 485, 487, 489",0100010000000649--013--,0100010000000649--013--,0,0,649,13,-58.14712269,-32.21870372,automatic,verified_close,Urbana,2024-11-14,Local comercial / Oficina,comercial,,4,,,,,,214.98
144,143,detail,Andrade Nº 233 ( antes 237),0100010000000134--005--,0100010000000134--005--,0,0,134,5,-58.13692432,-32.22533360,automatic,verified_close,Urbana,2024-11-14,Local comercial / Oficina,comercial,1,,,,47.89,,,
145,144,detail,Avda. Paysandú Nº 855,0100010000000516--006--,0100010000000516--006--,0,0,516,6,-58.15452924,-32.22152632,automatic,verified_close,Urbana,2024-11-19,Galpín / Local comercial,comercial,1,,,,,150.62,,
146,145,detail,"Angela Santa Cruz Nº 524, Vergniaud Nº 526",0100011010630437--002--,0100011010630437--002--,101,63,437,2,-58.15816177,-32.22273500,automatic,verified_close,Urbana,2024-11-20,Vivienda multifamiliar,vivienda,,8,,,,,605.13,
147,146,detail,Noailles Nº 289,0100010000000161--010--,0100010000000161--010--,0,0,161,10,-58.13627997,-32.22374745,automatic,verified_nearby,Urbano,2024-11-22,Vivienda multifamiliar,vivienda,5,,,,2.8,,,
148,147,detail,Maipú Nº 485,0100010000000711--010--,0100010000000711--010--,0,0,711,10,-58.14642113,-32.21503297,automatic,verified_close,Urbana,2024-11-25,Vivienda unifamiliar,vivienda,,1,,,,,186.735,
150,149,detail,Tucumán Nº 1226 e/ Lantelme y Gómes Miranda,0100011020270312--007--,0100011020270312--007--,102,27,312,7,-58.15086669,-32.23606406,automatic,missing_address_point,Urbana,2024-03-12,Vivienda unifamiliar,vivienda,1,,,,59.415,,,
151,150,detail,Pasaje Alarcón Nº 469,,,,,,,,,automatic,missing_cadastral_point,Urbana,2024-03-12,Vivienda unifamiliar + Local comercial,vivienda,1,,,,200.15,,,
152,151,detail,Calle Privada s/Nº - Los Bretes,0100010170030004--009--,0100010170030004--009--,17,3,4,9,-58.13333003,-32.24470643,automatic,missing_address_point,Urbana,2024-03-12,Vivienda unifamiliar,vivienda,,,1,,,,,
153,152,detail,Pte Illia Nº 413,0100010000000488--015--,0100010000000488--015--,0,0,488,15,-58.15522662,-32.22303297,automatic,verified_close,Urbana,2024-06-12,Vivienda unifamiliar,vivienda,1,,,,123.44,,,
154,153,detail,Noailles Nº 289,0100010000000161--010--,0100010000000161--010--,0,0,161,10,-58.13627997,-32.22374745,automatic,verified_nearby,Urbano,2024-06-12,Vivienda multifamiliar,vivienda,5,,,,21.33,,,
155,154,detail,12 de Abril Nº 1181,0100010000000344--005--,0100010000000344--005--,0,0,344,5,-58.15353150,-32.23188465,automatic,verified_close,Urbana,2024-12-20,Vivienda multifamiliar,vivienda,1,1,,,84.38,,51.72,
156,155,detail,"Reibel Nº 487, 491, 493",0100010000000105--006--,0100010000000105--006--,0,0,105,6,-58.13966255,-32.22628630,automatic,verified_close,Urbana,2024-12-18,Vivienda multifamiliar,vivienda,,3,,,,,264.24,
157,156,detail,Combatientes de Malvinas Nº 453,0100011011160653--004--,0100011011160653--004--,101,116,653,4,-58.14960806,-32.21536414,automatic,verified_close,Urbana,2024-12-18,Vivienda unifamiliar,vivienda,,,1,,40.94,,33.4,
158,157,detail,Avda. Urquiza Nº 262,0100010000000159--017--,0100010000000159--017--,0,0,159,17,-58.13754055,-32.22181473,automatic,verified_close,Centro,2024-12-20,Local comercial y vivienda multifamiliar,vivienda,3,,,,156.311,43.674,,
159,158,detail,Avda. Paysandú Nº 472,0100010000000650--020--,0100010000000650--020--,0,0,650,20,-58.14807391,-32.21736008,automatic,verified_close,Urbana,2024-12-26,Galpón / Depósito,galpón / depósito,,1,,,,,,370
160,159,detail,Calle Pùblica s/Nº,0100010170030000--071--,0100010170030000--071--,17,3,0,71,-58.15066958,-32.26982803,automatic,missing_address_point,CHACRAS,2024-12-26,Vivienda multifamiliar,vivienda,5,,,,329.215,,,
161,160,detail,Avda. Paysandú Nº 1078,0100011010480408--012--,0100011010480408--012--,101,48,408,12,-58.15789184,-32.22456687,automatic,verified_close,Urtbana,2024-12-26,Galpón / Depósito,galpón / depósito,,1,,,,,,210
162,161,detail,Bernard Nº 627,0100010000000592--008--,0100010000000592--008--,0,0,592,8,-58.13720058,-32.23202930,automatic,missing_address_point,Urbana,2024-12-27,Vivienda multifamiliar,vivienda,2,,,,203.02,,,
163,162,detail,3 de Febrero Nº 444,0100010000000776--001--,0100010000000776--001--,0,0,776,1,-58.14278303,-32.21357640,automatic,verified_close,Urbana,2024-12-27,Vivienda multifamiliar,vivienda,,,1,,,,59.005,
164,162,detail_continuation,,,,,,,,,,automatic,missing_both_points,,,,sin destino,,,,,,,301.39,
